task_id,task_name,shuffled_description1,shuffled_description2,shuffled_description3,shuffled_description4,shuffled_description5,answer
31,1e0a9b12,"To make the output, you have to...think of the grid as a black field and the colored squares as being objects that slide sideways to the right as if pushed by a gentle wind. That produces the correct output grid.","To make the output, you have to...think of the grid as a black field and as the colored squares as being objects floating in space. Gravity is suddenly turned on and all of the block fall vertically to the bottom. That produces the correct output grid.","To make the output, you have to...think of the grid as a black field and the colored squares as being suspended objects, with gravity suddenly reversed and all of the blocks floating to the top. That produces the correct output grid.","To make the output, you have to...think of the grid as a black field and the colored squares as being objects frozen in place, with gravity suddenly turned off so everything stays still. That produces the correct output grid.","To make the output, you have to...think of the grid as a black field and the colored squares as being objects suspended in the middle while gravity acts horizontally to the left. That produces the correct output grid.",2
86,3c9b0459,"To make the output, you have to...rotate the grid 180 degrees counterclockwise.","To make the output, you have to...flip the grid horizontally.","To make the output, you have to...rotate the grid 180 degrees clockwise.","To make the output, you have to...shift all squares two positions to the right.","To make the output, you have to...swap the top and bottom halves of the grid.",3
13,0b148d64,"To make the output, you have to...distinguish between four sections colored uniformly, and among these, identify the one section that is colored differently. Afterward, copy an empty section into the output grid.","To make the output, you have to...distinguish between four sections colored in random patterns, and among these, identify the three sections that are colored identically. Afterward, copy the identically colored sections into the output grid.","To make the output, you have to...distinguish between four sections colored in random patterns, and among these, ignore the one section that is colored differently. Afterward, copy the rest into the output grid.","To make the output, you have to...distinguish between four sections colored in random patterns, and among these, identify the one section that is colored differently. Afterward, copy only the differently colored section into the output grid.","To make the output, you have to...distinguish between four colorless sections and identify the one section that is colored. Afterward, copy only the colored section into the output grid.",4
96,42a50994,"To make the output, you have to...copy the input grid, identify which pixels are disconnected and change background colors of grouped pixels to blue.","To make the output, you have to...copy the input grid, identify which pixels are adjacent and change background colors of squares of pixels to red.","To make the output, you have to...copy the input grid, identify which pixels are touching each other and change background colors of lines of pixels to green.","To make the output, you have to...copy the input grid, identify which pixels are connected or touching any other and change background colors of single pixels to the background color or black.","To make the output, you have to...copy the input grid, identify which pixels are isolated and change background colors of large groups to orange.",4
67,31aa019c,"To make the output, you have to...make the entire output grid yellow, then find the block in the input grid that is the only one of that color and place it in the bottom-right corner of the output grid. Then surround that block with blocks of the pink color.","To make the output, you have to...make the entire output grid black. then find the block in the input grid that is the only one of that color and place it in the same position in the output grid. Then surround that block with blocks of the bright red-orange color.","To make the output, you have to...make the entire output grid white, then find the block in the input grid that is the only one of that color and place it in the top-left corner of the output grid. Then surround that block with blocks of the light blue color.","To make the output, you have to...make the entire output grid orange, then find the block in the input grid that is one of many of that color and place it in the same position in the output grid. Then surround that block with blocks of the bright blue color.","To make the output, you have to...make the entire output grid red, then find the block in the input grid that is the only one of that color and place it in the center of the output grid. Then surround that block with blocks of the bright black color.",2
145,662c240a,"To make the output, you have to...replicate a non-symmetrical 3x3 grid from a 9x3 grid. It is composed of 3 single-color 3x3 grids, which are vertically connected.","To make the output, you have to...replicate a diagonally symmetrical 3x3 grid from a 9x3 grid. It is composed of 3 Two-color 3x3 grids, which are vertically connected.","To make the output, you have to...duplicate a non-diagonally symmetrical 4x4 grid from a 9x3 grid. It is composed of 3 Two-color 3x3 grids, which are vertically connected.","To make the output, you have to...replicate a non-diagonally symmetrical 3x3 grid from a 12x3 grid. It is composed of 3 Two-color 3x3 grids, which are vertically disconnected.","To make the output, you have to...replicate a non-diagonally symmetrical 3x3 grid from a 9x3 grid. It is composed with 3 Two-color 3x3 grids, which are vertically connected in.",5
234,995c5fa3,"To make the output, you have to...Identify the shapes of three objects from the input grid and determine their corresponding colors. A 4x4 square is gray, an object with a center hole is pink, an object indented on right and left sides is brown, and an object indented at the bottom is blue. Color each object from left to right in the input grid, filling the 3x3 output grid row by row from the top.","To make the output, you have to...Determine the shapes of three objects from the input grid and identify their colors. A 3x3 square is green, an object with no center hole is yellow, an object indented on top and bottom is red, and an object indented on the sides is light blue. Color each object from left to right in the input grid, filling the 2x2 output grid row by row from the bottom.","To make the output, you have to...Identify the shapes of two objects from the input grid and determine their corresponding colors. A 4x4 square is black, an object with no center hole is blue, an object not indented is orange, and an object indented on the right is light blue. Color each object from top to bottom in the input grid, filling the 4x4 output grid column by column from the right.","To make the output, you have to...Identify the shapes of three objects from the input grid and determine their corresponding colors. A 4x4 square is red, an object with a center hole is light blue, an object indented on right and left sides is green, and an object indented at the bottom is yellow. Color each object from left to right in the input grid, filling the 3x3 output grid row by row from the top.","To make the output, you have to...Identify the shapes of four objects from the input grid and determine their corresponding colors. A 4x4 square is orange, an object with a center hole is green, an object indented on right and left sides is yellow, and an object indented at the top is pink. Color each object from bottom to top in the input grid, filling the 3x3 output grid column by column from the left.",4
307,c8cbb738,"To make the output, you have to...split groups of pixels of different colors while maintaining their shapes around a common top. The colors from the input grid must change to white.","To make the output, you have to...scatter groups of pixels of different colors while maintaining their shapes around a common center. The colors from the input grid must change to black.","To make the output, you have to...combine groups of pixels of different colors while maintaining their shapes around a common center. The colors from the input grid must remain unchanged.","To make the output, you have to...combine groups of pixels of different colors while maintaining their shapes around the perimeter. The colors from the input grid must remain unchanged.","To make the output, you have to...combine groups of pixels of similar colors while changing their shapes around a common center. The colors from the input grid must remain unchanged.",3
273,b0c4d837,"To make the output, you have to...measure the outside height of the U shape made of gray pixels. Subtract the height filled with light blue pixels from the original height outside of the U. Fill the 3x3 output grid with this difference in red pixels, starting diagonally from the top left to the bottom right.","To make the output, you have to...calculate the inside height of the L shape made of gray pixels. Subtract the height filled with orange pixels from the original height of the L. Fill the 3x3 output grid with this difference in orange pixels, in a clockwise spiral starting from the top left corner.","To make the output, you have to...calculate the inside height of the U shape made of gray pixels. Subtract the height filled with light blue pixels from the original height of the U. Fill the 3x3 output grid with this difference in light blue pixels, starting from left to right on the top row, and right to left on the following rows.","To make the output, you have to...measure the perimeter of the U shape made of gray pixels. Add the width filled with yellow pixels to the original perimeter of the U. Fill the 3x3 output grid with this sum in yellow pixels, starting from left to right on the top row, and right to left on the following rows.","To make the output, you have to...calculate the inside width of the U shape made of gray pixels. Subtract the width filled with light blue pixels from the original width of the U. Fill the 3x3 output grid with this difference in light blue pixels, starting from right to left on the top row, and left to right on the following rows.",3
331,d406998b,"To make the output, you have to...begin from the left-most column and change the green pixels in the odd-numbered columns with grey.","To make the output, you have to...begin from the right-most column and change the grey pixels in the even-numbered columns with green.","To make the output, you have to...begin from the right-most column and change the green pixels in the odd-numbered columns with grey.","To make the output, you have to...start from the middle column and change the grey pixels in the odd-numbered rows with green.","To make the output, you have to...begin from the right-most column and change the grey pixels in the odd-numbered columns with green.",5
