task_id,task_name,shuffled_description1,shuffled_description2,shuffled_description3,shuffled_description4,shuffled_description5,answer
31,1e0a9b12,"To make the output, you have to...think of the grid as a blue field and as the colored squares as being attached firmly in place. Gravity is suddenly turned off and none of the blocks fall vertically to the bottom. That produces the incorrect output grid.","To make the output, you have to...imagine the grid as a gray field and as the colored squares being firmly anchored. Gravity is suddenly turned off and all of the blocks rise vertically to the top. That produces the incorrect output grid.","To make the output, you have to...visualize the grid as a white field and as the colored squares as being objects floating in space. Gravity is suddenly turned off and all of the blocks rise vertically to the top. That produces the incorrect output grid.","To make the output, you have to...think of the grid as a red field and as the colored squares as being objects floating in space. Gravity is suddenly turned off and the colored blocks do not move. That produces the incorrect output grid.","To make the output, you have to...think of the grid as a black field and as the colored squares as being objects floating in space. Gravity is suddenly turned on and all of the block fall vertically to the bottom. That produces the correct output grid.",5
86,3c9b0459,"To make the output, you have to...rotate the grid 90 degrees counterclockwise.","To make the output, you have to...flip the grid horizontally.","To make the output, you have to...rotate the grid 180 degrees clockwise.","To make the output, you have to...mirror the grid along the diagonal.","To make the output, you have to...shift all the squares one row up.",3
13,0b148d64,"To make the output, you have to...distinguish between two sections colored in random patterns, and among these, identify the one section that is colored differently. Afterward, copy all sections into the output grid.","To make the output, you have to...distinguish between four sections colored in random patterns, and among these, identify the one section that is colored differently. Afterward, copy only the differently colored section into the output grid.","To make the output, you have to...distinguish only the sections of the grid that are colored the same. Afterward, copy these sections while replacing their colors into the output grid.","To make the output, you have to...distinguish between the sections colored in uniform patterns, and among these, identify the section that has no color. Afterward, copy this non-colored section into the output grid.","To make the output, you have to...distinguish between four sections colored in specified patterns, and among these, identify the one section that is colored similarly. Afterward, copy only the similarly colored section into the output grid.",2
96,42a50994,"To make the output, you have to...copy the input grid, identify which pixels are touching the borders and change the color of complete shapes.","To make the output, you have to...copy the input grid without any changes in color or position.","To make the output, you have to...move all connected objects to the top or bottom of the grid.","To make the output, you have to...copy the input grid, identify which pixels are connected or touching any other and change background colors of single pixels to the background color or black.","To make the output, you have to...invert the colors of all single pixels only, leaving connected pixels unchanged.",4
67,31aa019c,"To make the output, you have to...make the entire output grid black, then find all blocks in the input grid that are the same color and place them in random positions in the output grid. Then surround one block with blocks of the bright red-orange color.","To make the output, you have to...make the entire output grid black. then find the block in the input grid that is the only one of that color and place it in the same position in the output grid. Then surround that block with blocks of the bright red-orange color.","To make the output, you have to...make the entire output grid black, then find the block in the input grid that is most common and place it in the same position in the output grid. Then surround that block with blocks of the bright yellow color.","To make the output, you have to...make the entire output grid black, then find the block in the input grid that is the only one of that color and place it in the opposite position in the output grid. Then surround that block with blocks of the dull gray color.","To make the output, you have to...make the entire output grid white, then find the block in the input grid that is the only one of that color and place it in the same position in the output grid. Then surround that block with blocks of the bright red-orange color.",2
145,662c240a,"To make the output, you have to...split a non-diagonally symmetrical 3x3 grid from a 9x3 grid. It is composed with 3 Two-color 3x3 grids, which are vertically connected out.","To make the output, you have to...replicate a diagonally symmetrical 3x3 grid from a 9x3 grid. It is composed with 3 Two-color 3x3 grids, which are vertically connected in.","To make the output, you have to...replicate a non-diagonally asymmetrical 3x3 grid from a 9x3 grid. It is composed with 3 Two-color 3x3 grids, which are vertically separated.","To make the output, you have to...replicate a non-diagonally symmetrical 3x3 grid from a 9x3 grid. It is composed with 3 Two-color 3x3 grids, which are vertically connected in.","To make the output, you have to...reverse a non-diagonally symmetrical 3x3 grid from a 9x3 grid. It is composed with 3 Two-color 3x3 grids, which are vertically connected in.",4
234,995c5fa3,"To make the output, you have to...Locate the shapes of two objects from the input grid and determine their corresponding colors. A 4x4 square is red, an object with a center hole is light blue, and an object indented on right and left sides is green. Color each object from left to right in the input grid, filling the 3x3 output grid row by row from the top.","To make the output, you have to...Identify the shapes of three objects from the input grid and determine their corresponding colors. A 4x4 square is red, an object with a center hole is blue, an object indented on right and left sides is green, and an object indented at the bottom is yellow. Color each object from right to left in the input grid, filling the 3x3 output grid column by column from the bottom.","To make the output, you have to...Identify the shapes of three objects from the input grid and determine their corresponding colors. A 2x2 square is red, an object with a center hole is light blue, an object indented on right and left sides is green, and an object indented at the bottom is yellow. Color each object from left to right in the input grid, filling the 3x3 output grid row by row from the top.","To make the output, you have to...Identify the shapes of three objects from the input grid and determine their corresponding colors. A 4x4 square is red, an object with a center hole is light blue, an object indented on right and left sides is green, and an object indented at the bottom is yellow. Color each object from left to right in the input grid, filling the 3x3 output grid row by row from the top.","To make the output, you have to...Identify the shapes of four objects from the input grid and determine their corresponding colors. A 4x4 square is blue, an object with a center hole is dark blue, an object indented on right and left sides is pink, and an object indented at the bottom is purple. Color each object from left to right in the input grid, filling the 3x3 output grid row by row from the top.",4
307,c8cbb738,"To make the output, you have to...separate groups of pixels of the same color while maintaining their shapes around a common border. Change the colors from the input grid.","To make the output, you have to...randomly scatter pixels of different colors without maintaining their shapes. The colors from the input grid must be changed.","To make the output, you have to...combine groups of pixels of the same color creating new shapes centered around different points. The colors must be inverted.","To make the output, you have to...merge all pixels into a single block removing any individual shapes. Change all colors to black.","To make the output, you have to...combine groups of pixels of different colors while maintaining their shapes around a common center. The colors from the input grid must remain unchanged.",5
273,b0c4d837,"To make the output, you have to...determine the total count of gray pixels in the U shape. Divide this total by the height filled with yellow pixels. Fill the 3x3 output grid with this quotient in purple pixels, starting from left to right on the top row, and right to left on the following rows.","To make the output, you have to...calculate the number of light blue pixels inside the bottom part of the U shape. Subtract the number of gray pixels from this total. Fill the 3x3 output grid with these many pink pixels, starting from right to left on the top row, and left to right on the following rows.","To make the output, you have to...calculate the inside height of the U shape made of gray pixels. Subtract the height filled with light blue pixels from the original height of the U. Fill the 3x3 output grid with this difference in light blue pixels, starting from left to right on the top row, and right to left on the following rows.","To make the output, you have to...calculate the inside height of the U shape made of black pixels. Add the height filled with light blue pixels to the original height of the U. Fill the 3x3 output grid with this sum in red pixels, starting from left to right on the top row, and right to left on the following rows.","To make the output, you have to...find the width of the gray U shape and multiply it by the count of light blue pixels inside it. Fill the 3x3 output grid with this product in green pixels, starting from left to right on the bottom row, and right to left on the following rows.",3
331,d406998b,"To make the output, you have to...begin from the left-most column and change the grey pixels in the even-numbered columns with green.","To make the output, you have to...begin from the right-most column and change the grey pixels in the odd-numbered columns with green.","To make the output, you have to...begin from the center and alter the grey pixels in every fourth column with yellow.","To make the output, you have to...start from the bottom row and change the grey pixels in the odd-numbered rows with red.","To make the output, you have to...begin from the top row and replace the grey pixels in the even-numbered columns with blue.",2
