task_id,task_name,shuffled_description1,shuffled_description2,shuffled_description3,shuffled_description4,shuffled_description5,answer
31,1e0a9b12,"To make the output, you have to...think of the grid as a black field and as the colored squares as being objects floating in space. Gravity is suddenly turned off and all of the blocks fall horizontally to the left. That produces the correct output grid.","To make the output, you have to...think of the grid as a white field and as the colored squares as being fixed positions in space. Gravity is suddenly turned off and all of the blocks remain where they are. That produces the correct output grid.","To make the output, you have to...think of the grid as a white field and as the colored squares as being objects floating in space. Gravity is suddenly turned on and all of the blocks fall horizontally to the right. That produces the correct output grid.","To make the output, you have to...think of the grid as a black field and as the colored squares as being objects floating in space. Gravity is suddenly turned on and all of the block fall vertically to the bottom. That produces the correct output grid.","To make the output, you have to...think of the grid as a black field and as the colored squares as being objects fixed in space. Gravity is suddenly turned on and all of the blocks rise vertically to the top. That produces the correct output grid.",4
86,3c9b0459,"To make the output, you have to...flip the grid horizontally.","To make the output, you have to...rotate the grid 90 degrees counterclockwise.","To make the output, you have to...rotate the grid 180 degrees clockwise.","To make the output, you have to...rotate the grid 180 degrees counterclockwise.","To make the output, you have to...rotate the grid 90 degrees clockwise.",3
96,42a50994,"To make the output, you have to...ignore any pixel connections and simply mirror the input grid horizontally.","To make the output, you have to...copy the input grid and change the background colors of connected pixels to white.","To make the output, you have to...identify only the isolated pixels and convert them to various random colors.","To make the output, you have to...copy the input grid, identify which pixels are connected or touching any other and change background colors of single pixels to the background color or black.","To make the output, you have to...transform the input into a completely new grid by changing every pixel to black regardless of their connections.",4
67,31aa019c,"To make the output, you have to...make the entire output grid gray, then find the block in the input grid that is the only one of that color and place it in a corner position in the output grid. Then surround that block with blocks of the bright green color.","To make the output, you have to...make the entire output red, then find the block in the input grid that is the only one of that color and place it in any position in the output grid. Then surround that block with blocks of the bright blue color.","To make the output, you have to...make the entire output grid black. then find the block in the input grid that is the only one of that color and place it in the same position in the output grid. Then surround that block with blocks of the bright red-orange color.","To make the output, you have to...make the entire output grid white, then find the block in the input grid that is the only one of that color and place it in the center of the output grid. Then surround that block with blocks of the bright yellow color.","To make the output, you have to...make the entire output grid pink, then find the block in the input grid that is the only one of that color and place it in the top left in the output grid. Then surround that block with blocks of the bright purple-blue color.",3
145,662c240a,"To make the output, you have to...replicate a diagonally symmetrical 3x3 grid from a 9x3 grid. It is composed with 3 Two-color 3x3 grids, which are vertically connected in.","To make the output, you have to...replicate a non-diagonally symmetrical 5x5 grid from a 9x3 grid. It is composed with 3 Two-color 3x3 grids, which are vertically connected in.","To make the output, you have to...create a vertically symmetrical 3x3 grid from a 9x3 grid. It is composed with 3 Two-color 3x3 grids, which are horizontally connected in.","To make the output, you have to...use a diagonally symmetrical 3x3 grid from a 9x3 grid. It is composed with 3 multicolored 3x3 grids, which are vertically connected in.","To make the output, you have to...replicate a non-diagonally symmetrical 3x3 grid from a 9x3 grid. It is composed with 3 Two-color 3x3 grids, which are vertically connected in.",5
234,995c5fa3,"To make the output, you have to...mismatch the shapes of three objects from the input grid and their corresponding colors. A 4x4 square is green, an object with a center hole is yellow, an object indented on right and left sides is red, and an object indented at the bottom is light blue.","To make the output, you have to...Identify the shapes of three objects from the input grid and determine their corresponding colors. A 4x4 square is red, an object with a center hole is light blue, an object indented on right and left sides is green, and an object indented at the bottom is yellow. Color each object from left to right in the input grid, filling the 3x3 output grid row by row from the top.","To make the output, you have to...identify the shapes of three objects from the input grid but determine alternative colors. A 4x4 square is blue, an object with a center hole is pink, an object indented on right and left sides is orange, and an object indented at the bottom is brown.","To make the output, you have to...ignore the object shapes in the input grid and randomly assign colors to the objects in the 3x3 output grid without maintaining any order or pattern.","To make the output, you have to...identify two shapes and their corresponding colors. A 4x4 square is light blue, an object with a center hole is yellow. Color these objects from right to left in the input grid, filling the 3x3 output grid row by row from the top.",2
273,b0c4d837,"To make the output, you have to...measure the total vertical length of the H shape made of brown pixels. Subtract the height occupied by green pixels from the original length of the H. Fill the 3x3 output grid with this difference in green pixels, from bottom to top.","To make the output, you have to...calculate the inside height of the U shape made of gray pixels. Subtract the height filled with light blue pixels from the original height of the U. Fill the 3x3 output grid with this difference in light blue pixels, starting from left to right on the top row, and right to left on the following rows.","To make the output, you have to...calculate the overall side length of the C shape made of black pixels. Subtract the width occupied by blue pixels from the original width of the C. Fill the 3x3 output grid with this difference in blue pixels, moving from bottom left to top right.","To make the output, you have to...determine the width of the I shape made of pink pixels. Add the width occupied by orange pixels to the original width of the I. Fill the 3x3 output grid with this sum in orange pixels, starting from the right side and moving left.","To make the output, you have to...calculate the height of the L shape made of red pixels. Subtract the height filled with black pixels from the original height of the L. Fill the 3x3 output grid with this difference in black pixels, starting from right to left on the top row, and left to right on the following rows.",2
13,0b148d64,"To make the output, you have to...distinguish between four sections colored in random patterns, and among these, identify the three sections that are colored similarly. Afterward, copy only the similarly colored sections into the output grid.","To make the output, you have to...distinguish between four sections colored in uniform patterns, and among these, identify the one section that is colored differently. Afterward, copy all the sections except the different one into the output grid.","To make the output, you have to...distinguish between four sections colored in random patterns, and among these, identify the one section that is colored differently. Afterward, copy only the differently colored section into the output grid.","To make the output, you have to...distinguish between four sections colored in designated patterns, and among these, identify the one section that is colored identically. Afterward, copy only the identically colored section into the output grid.","To make the output, you have to...distinguish between four sections colored in random patterns, and among these, identify the one section that is colored similarly. Afterward, copy none of the sections into the output grid.",3
307,c8cbb738,"To make the output, you have to...randomize groups of pixels of different colors without maintaining their shapes. The colors must be altered from the input grid.","To make the output, you have to...separate groups of pixels into different colors and change their shapes in the process. The colors must be altered from the input grid.","To make the output, you have to...combine groups of pixels of different colors while maintaining their shapes around a common center. The colors from the input grid must remain unchanged.","To make the output, you have to...swap individual pixels' positions while changing their colors to form a new shape. The colors must be altered from the input grid.","To make the output, you have to...combine groups of pixels of the same color, disregarding their original shapes. The colors must be altered from the input grid.",3
331,d406998b,"To make the output, you have to...begin from the right-most column and change the grey pixels in the even-numbered columns with green.","To make the output, you have to...begin from the right-most column and change the grey pixels in the odd-numbered columns with green.","To make the output, you have to...begin from the right-most column and change the green pixels in the odd-numbered columns with grey.","To make the output, you have to...begin from the left-most column and change the grey pixels in the odd-numbered columns with green.","To make the output, you have to...begin from the right-most column and change the grey pixels in the odd-numbered rows with green.",2
