task_id,task_name,shuffled_description1,shuffled_description2,shuffled_description3,shuffled_description4,shuffled_description5,answer
31,1e0a9b12,"To make the output, you have to...think of the grid as a black field and as the colored squares as being objects floating in space. Gravity is suddenly turned on and all of the block fall vertically to the bottom. That produces the correct output grid.","To make the output, you have to...think of the grid as a red field and as the colored squares as being objects moving sideways in space. Gravity is suddenly turned on and all of the blocks fall into a diagonal pattern. That produces the correct output grid.","To make the output, you have to...think of the grid as a yellow field and as the colored squares as being objects anchored in place. Gravity is suddenly turned on and all of the block move up diagonally. That produces the correct output grid.","To make the output, you have to...think of the grid as a blue field and as the colored squares as being stationary on the ground. Gravity is suddenly turned off and all of the blocks fly horizontally to the sides. That produces the correct output grid.","To make the output, you have to...think of the grid as a white field and as the colored squares as being objects floating in space. Gravity is suddenly turned on and all of the block rise vertically to the top. That produces the correct output grid.",1
86,3c9b0459,"To make the output, you have to...rotate the grid 90 degrees counterclockwise.","To make the output, you have to...leave the grid unchanged.","To make the output, you have to...rotate the grid 180 degrees counterclockwise.","To make the output, you have to...rotate the grid 90 degrees clockwise.","To make the output, you have to...rotate the grid 180 degrees clockwise.",5
13,0b148d64,"To make the output, you have to...ignore the four sections colored in random patterns, and create an entirely new pattern for the output grid.","To make the output, you have to...remove the section that is colored differently from the four sections. Then, replicate the remaining sections into the output grid.","To make the output, you have to...look at four sections colored in random patterns, and ignore the one section that is colored differently. Then, copy the identical sections into the output grid.","To make the output, you have to...group four sections colored uniformly, and identify the one section that is colored in the same way. After that, copy the uniform section into the output grid.","To make the output, you have to...distinguish between four sections colored in random patterns, and among these, identify the one section that is colored differently. Afterward, copy only the differently colored section into the output grid.",5
96,42a50994,"To make the output, you have to...remove the input grid, identify which pixels are apart, and change background colors of single pixels to red.","To make the output, you have to...erase the input grid, identify which pixels are not connected or touching any other, and change background colors of single pixels to white.","To make the output, you have to...copy the input grid, identify which pixels are connected or touching any other and change background colors of single pixels to the background color or black.","To make the output, you have to...delete the input grid, identify which pixels are singular or separated, and change background colors of single pixels to yellow.","To make the output, you have to...discard the input grid, identify which pixels are isolated, and change background colors of single pixels to blue.",3
67,31aa019c,"To make the output, you have to...make the entire output grid light blue. Then find the block in the input grid that is not unique in color and place it in the same position in the output grid. Then surround that block with blocks of the deep purple color.","To make the output, you have to...leave the entire output grid as is. Then find the block in the input grid that is the only one of that color and remove it from the input grid. Then replace that block with blocks of the bright yellow color.","To make the output, you have to...make the entire output grid black. then find the block in the input grid that is the only one of that color and place it in the same position in the output grid. Then surround that block with blocks of the bright red-orange color.","To make the output, you have to...make the entire output grid white. Then find the block in the input grid that is the only one of that color and place it in the same position in the output grid. Then surround that block with blocks of the dull green color.","To make the output, you have to...make the entire output grid red. Then find the block in the input grid that is the only one of that color and place it in the opposite position in the output grid. Then surround that block with blocks of the dark blue color.",3
145,662c240a,"To make the output, you have to...produce a diagonally symmetrical 3x3 grid from a 9x3 grid. It is composed of 3 five-color 3x3 grids, which are horizontally connected.","To make the output, you have to...create a diagonally symmetrical 3x3 grid from a 9x3 grid. It is composed of 3 One-color 3x3 grids, which are vertically connected.","To make the output, you have to...replicate a non-diagonally symmetrical 3x3 grid from a 9x3 grid. It is composed with 3 Two-color 3x3 grids, which are vertically connected in.","To make the output, you have to...form a diagonally asymmetrical 3x3 grid from a 9x3 grid. It is composed of 3 multi-color 3x3 grids, which are vertically connected.","To make the output, you have to...mirror a non-diagonally asymmetrical 3x3 grid from a 9x3 grid. It is composed of 3 three-color 3x3 grids, which are horizontally connected.",3
234,995c5fa3,"To make the output, you have to...Identify the shapes of two objects from the input grid and determine their corresponding colors. A 3x3 square is black, an object with a center hole is light pink, an object indented on right and left sides is blue, and an object indented at the top is green. Color each object from top to bottom in the input grid, filling the 4x4 output grid row by row from the middle.","To make the output, you have to...Identify the shapes of five objects from the input grid and determine their corresponding colors. A 6x6 square is brown, an object with a center hole is grey, an object indented on left and right sides is red, and an object indented at the top is pink. Color each object from right to left in the input grid, filling the 4x4 output grid column by column from the top.","To make the output, you have to...Identify the shapes of four objects from the input grid and determine their corresponding colors. A 5x5 square is black, an object with a center hole is yellow, an object indented on top and bottom sides is blue, and an object indented at the left is red. Color each object from right to left in the input grid, filling the 3x3 output grid column by column from the bottom.","To make the output, you have to...Identify the shapes of three objects from the input grid and determine their corresponding colors. A 4x4 square is red, an object with a center hole is light blue, an object indented on right and left sides is green, and an object indented at the bottom is yellow. Color each object from left to right in the input grid, filling the 3x3 output grid row by row from the top.","To make the output, you have to...Ignore the shapes of all objects from the input grid and determine their corresponding colors. A 2x2 square is grey, an object with a center hole is pink, an object indented on top and bottom sides is yellow, and an object indented at the left is red. Color all objects from bottom to top in the input grid, filling the 2x2 output grid column by column from the bottom.",4
307,c8cbb738,"To make the output, you have to...disperse groups of linked pixels of different colors to the corners, ensuring their shapes are no longer recognizable. The grid colors need to be inverted.","To make the output, you have to...combine groups of pixels of different colors while maintaining their shapes around a common center. The colors from the input grid must remain unchanged.","To make the output, you have to...separate groups of pixels of different colors while altering their shapes towards different edges. The colors from the input grid must be changed to black.","To make the output, you have to...scatter groups of pixels of the same color randomly across the grid, changing their shapes irregularly. The input grid colors must be randomized.","To make the output, you have to...divide pixels into individual units without maintaining their original shapes. The colors should be swapped among the groups.",2
273,b0c4d837,"To make the output, you have to...calculate the inside height of the U shape made of gray pixels. Subtract the height filled with light blue pixels from the original height of the U. Fill the 3x3 output grid with this difference in light blue pixels, starting from left to right on the top row, and right to left on the following rows.","To make the output, you have to...ignore the inside height of the U shape made of gray pixels. Add the height filled with light blue pixels to the original height of the U. Fill the 3x3 output grid with this total in gray pixels, starting from left to right on the top row, and right to left on the following rows.","To make the output, you have to...count the number of gray pixels excluding the U shape. Subtract the number of blue pixels from the total number of gray pixels. Fill the 3x3 output grid with this difference in blue pixels, starting from bottom to top on the left column, and top to bottom on the following columns.","To make the output, you have to...ignore the U shape made of gray pixels entirely. Consider only the height filled with light blue pixels. Fill the 3x3 output grid with gray pixels, starting from left to right on the top row and following rows.","To make the output, you have to...measure the outside width of the U shape made of gray pixels. Subtract the width filled with blue pixels from the original width of the U. Fill the 3x3 output grid with this difference in blue pixels, starting from right to left on the top row, and left to right on the following rows.",1
331,d406998b,"To make the output, you have to...begin from the right-most column and change all the grey pixels with brown.","To make the output, you have to...begin from the left-most column and change the grey pixels in the odd-numbered columns with black.","To make the output, you have to...end at the right-most column and change the grey pixels in the even-numbered columns with red.","To make the output, you have to...begin from the right-most column and change the grey pixels in the odd-numbered columns with green.","To make the output, you have to...begin from the right-most column and leave the grey pixels in the odd-numbered columns unchanged.",4
