task_id,task_name,shuffled_description1,shuffled_description2,shuffled_description3,shuffled_description4,shuffled_description5,answer
31,1e0a9b12,"To make the output, you have to...think of the grid as a black field and as the colored squares as being objects floating in space. Gravity is suddenly turned on and all of the block fall vertically to the bottom. That produces the correct output grid.","To make the output, you have to...think of the grid as a black field and as the colored squares as being objects glued in space. Gravity is suddenly turned on and all of the blocks move diagonally to the top. That produces the correct output grid.","To make the output, you have to...think of the grid as a black field and as the colored squares as being objects sinking in space. Gravity is suddenly turned off and all of the blocks rise vertically to the top. That produces the correct output grid.","To make the output, you have to...think of the grid as a white field and as the colored squares as being objects stationary in space. Gravity is suddenly turned off and none of the blocks move at all. That produces the correct output grid.","To make the output, you have to...think of the grid as a black field and as the colored squares as being objects floating in water. Gravity is suddenly turned on and all of the blocks float horizontally to the left. That produces the correct output grid.",1
86,3c9b0459,"To make the output, you have to...rotate the grid 90 degrees clockwise.","To make the output, you have to...flip the grid vertically.","To make the output, you have to...flip the grid horizontally.","To make the output, you have to...rotate the grid 180 degrees clockwise.","To make the output, you have to...rotate the grid 180 degrees counterclockwise.",4
13,0b148d64,"To make the output, you have to...choose four sections colored in uniform patterns, and among these, identify the one section that is colored the same. Then, copy the same colored section into the output grid.","To make the output, you have to...merge four sections colored in specific patterns, and among these, identify the one section that is colored similarly. Then, copy only the similarly colored section into the output grid.","To make the output, you have to...distinguish between four sections colored in random patterns, and among these, identify the one section that is colored differently. Afterward, copy only the differently colored section into the output grid.","To make the output, you have to...blend four sections colored in organized patterns, and among these, identify the one section that is colored similarly. Then, copy all sections to the output grid except the one colored similarly.","To make the output, you have to...combine four sections colored in uniform patterns, and among these, identify the one section that is colored distinctly. Then, remove each distinctly colored section from the output grid.",3
96,42a50994,"To make the output, you have to...copy the input grid, isolate the pixels that are not connected or touching any other and change the background colors of groups to the background color or black.","To make the output, you have to...ignore the input grid, identify which pixels are disconnected or touching the background and change the colors of these pixels to the border color or white.","To make the output, you have to...copy the input grid, identify which pixels are connected or touching any other and change background colors of single pixels to the background color or black.","To make the output, you have to...alter the input grid, identify which pixels are connected or within any group and change colors of background pixels to the foreground color or black.","To make the output, you have to...delete the input grid, identify which groups of pixels are disjointed or touching each other and change the color of those groups to white or multicolor.",3
67,31aa019c,"To make the output, you have to...make the entire output grid yellow. Then find the block in the input grid where all blocks are of the same color and place it in a different position in the output grid. Then surround that block with blocks of the green color.","To make the output, you have to...make the entire output grid white. Then find the block in the input grid that is the only one of that color and place it in the same position in the output grid. Then surround that block with blocks of the pale blue-green color.","To make the output, you have to...make the entire output grid black. then find the block in the input grid that is the only one of that color and place it in the same position in the output grid. Then surround that block with blocks of the bright red-orange color.","To make the output, you have to...make the entire output grid gray. Then find the block in the input grid that is the only one of a different color and place it randomly in the output grid. Then surround that block with blocks of the blue color.","To make the output, you have to...make half of the output grid black. Then find the block in the input grid that is among many blocks of that color and place it in the opposite position in the output grid. Then surround that block with blocks of the pink color.",3
145,662c240a,"To make the output, you have to...replicate a diagonally symmetrical 3x3 grid from a 9x3 grid. It is composed of 3 single-color 3x3 grids, which are horizontally connected.","To make the output, you have to...replicate a non-diagonally symmetrical 3x3 grid from a 9x3 grid. It is composed with 3 Two-color 3x3 grids, which are vertically connected in.","To make the output, you have to...replicate a radially symmetrical 3x3 grid from a 9x3 grid. It is composed of 3 multi-color 3x3 grids, which are horizontally connected.","To make the output, you have to...replicate a horizontally symmetrical 3x3 grid from a 9x3 grid. It is composed of 6 Two-color 3x3 grids, which are diagonally connected.","To make the output, you have to...replicate a perpendicularly symmetrical 3x3 grid from a 9x3 grid. It is composed of 9 Two-color 3x3 grids, which are diagonally connected.",2
234,995c5fa3,"To make the output, you have to...Identify the shapes of three objects from the input grid and determine their corresponding colors. A 4x4 square is yellow, an object with a center hole is green, an object indented on right and left sides is blue, and an object indented at the bottom is red. Color each object from left to right in the input grid, filling the 3x3 output grid column by column from the left.","To make the output, you have to...Identify the shapes of three objects from the input grid and determine their corresponding colors. A 4x4 square is blue, an object with a center hole is red, an object indented on right and left sides is yellow, and an object indented at the bottom is green. Color each object from right to left in the input grid, filling the 3x3 output grid row by row from the top.","To make the output, you have to...Identify the shapes of three objects from the input grid and determine their corresponding colors. A 4x4 square is black, an object with a center hole is gray, an object indented on right and left sides is pink, and an object indented at the bottom is brown. Color each object from left to right in the input grid, filling the 3x3 output grid row by row from the top.","To make the output, you have to...Identify the shapes of three objects from the input grid and determine their corresponding colors. A 4x4 square is red, an object with a center hole is light blue, an object indented on right and left sides is green, and an object indented at the bottom is yellow. Color each object from left to right in the input grid, filling the 3x3 output grid row by row from the top.","To make the output, you have to...Identify the shapes of three objects from the input grid and determine their corresponding colors. A 4x4 square is light blue, an object with a center hole is pink, an object indented on right and left sides is gray, and an object indented at the bottom is black. Color each object from left to right in the input grid, filling the 3x3 output grid row by row from the top.",4
307,c8cbb738,"To make the output, you have to...rotate groups of pixels 90 degrees counterclockwise and alter the shapes around a new point.","To make the output, you have to...separate groups of pixels into different colors while ignoring their shapes and not maintaining a common center.","To make the output, you have to...flip groups of pixels horizontally without maintaining their original shapes or colors.","To make the output, you have to...discard groups of pixels and change colors from the input grid entirely.","To make the output, you have to...combine groups of pixels of different colors while maintaining their shapes around a common center. The colors from the input grid must remain unchanged.",5
273,b0c4d837,"To make the output, you have to...calculate the inside width of the U shape made of white pixels. Subtract the height filled with dark blue pixels from the original width of the U. Fill the 5x5 output grid with this difference in dark blue pixels, starting from left to right on the top row, and right to right on the following rows.","To make the output, you have to...calculate the inside height of the U shape made of gray pixels. Subtract the width filled with light blue pixels from the original height of the U. Mark the corners of the output grid with this difference in light blue pixels, starting from the bottom right corner.","To make the output, you have to...calculate the inside height of the U shape made of gray pixels. Subtract the height filled with light blue pixels from the original width of the C. Fill the 3x3 input grid with this difference in light blue pixels, starting from left to right on the bottom row, and right to left on the following rows.","To make the output, you have to...calculate the outside height of the T shape made of gray pixels. Subtract the height filled with light brown pixels from the original height of the U. Fill the 3x3 output grid with this sum in light blue pixels, starting from right to left on the bottom row, and left to right on the following rows.","To make the output, you have to...calculate the inside height of the U shape made of gray pixels. Subtract the height filled with light blue pixels from the original height of the U. Fill the 3x3 output grid with this difference in light blue pixels, starting from left to right on the top row, and right to left on the following rows.",5
331,d406998b,"To make the output, you have to...begin from the left-most column and change the grey pixels in the odd-numbered columns with green.","To make the output, you have to...begin from the right-most row and change the grey pixels in the even-numbered columns with green.","To make the output, you have to...begin from the top row and change the grey pixels in the odd-numbered columns with green.","To make the output, you have to...begin from the right-most column and change the black pixels in the odd-numbered columns with green.","To make the output, you have to...begin from the right-most column and change the grey pixels in the odd-numbered columns with green.",5
